NRC,id_aula,url
1936,30898,https://platform.ecala.net/course/view.php?id=30898
1952,30900,https://platform.ecala.net/course/view.php?id=30900
2489,30937,https://platform.ecala.net/course/view.php?id=30937
2391,30933,https://platform.ecala.net/course/view.php?id=30933
2668,30950,https://platform.ecala.net/course/view.php?id=30950
2638,30948,https://platform.ecala.net/course/view.php?id=30948
2264,30921,https://platform.ecala.net/course/view.php?id=30921
2231,30922,https://platform.ecala.net/course/view.php?id=30922
2240,30919,https://platform.ecala.net/course/view.php?id=30919
2166,30917,https://platform.ecala.net/course/view.php?id=30917
1554,31130,https://platform.ecala.net/course/view.php?id=31130
1540,33057,https://platform.ecala.net/course/view.php?id=33057
1539,33466,https://platform.ecala.net/course/view.php?id=33466
1541,31709,https://platform.ecala.net/course/view.php?id=31709
1562,32328,https://platform.ecala.net/course/view.php?id=32328
1723,31147,https://platform.ecala.net/course/view.php?id=31147
1564,31400,https://platform.ecala.net/course/view.php?id=31400
1563,31884,https://platform.ecala.net/course/view.php?id=31884
1561,32046,https://platform.ecala.net/course/view.php?id=32046
1555,32026,https://platform.ecala.net/course/view.php?id=32026
1647,31138,https://platform.ecala.net/course/view.php?id=31138
1557,32327,https://platform.ecala.net/course/view.php?id=32327
1538,32907,https://platform.ecala.net/course/view.php?id=32907
1519,32322,https://platform.ecala.net/course/view.php?id=32322
1521,31330,https://platform.ecala.net/course/view.php?id=31330
1520,31126,https://platform.ecala.net/course/view.php?id=31126
1532,32892,https://platform.ecala.net/course/view.php?id=32892
1536,31399,https://platform.ecala.net/course/view.php?id=31399
